empresa;codigoarticulo;codigoparticular;Talle;codigodeposito;Deposito;Stock;fechamodificacion
Emp2;300;808934439-9;2;3;03 - Shooping B;29;7/3/2024
Emp1;301;945158571-0;3;3;03 - Shooping B;36;23/4/2024
Emp1;301;945158571-0;2;3;03 - Shooping B;40;1/4/2024
Emp1;301;945158571-0;4;2;02 - Shooping A;27;3/2/2024
Emp1;301;945158571-0;4;3;03 - Shooping B;35;31/3/2024
Emp1;301;945158571-0;4;1;01 - Central;49;17/12/2023
Emp1;303;399991862-4;2;2;02 - Shooping A;31;5/3/2024
Emp1;303;399991862-4;4;4;04 - Outleet;39;5/1/2024
Emp1;303;399991862-4;3;4;04 - Outleet;55;7/1/2024
Emp1;303;399991862-4;1;1;01 - Central;34;16/5/2024
Emp1;303;399991862-4;2;4;04 - Outleet;24;28/1/2024
Emp1;303;399991862-4;4;1;01 - Central;36;29/5/2024
Emp2;304;204202973-4;4;1;01 - Central;34;2/2/2024
Emp2;304;204202973-4;3;3;03 - Shooping B;57;13/3/2024
Emp2;304;204202973-4;3;2;02 - Shooping A;56;9/1/2024
Emp2;304;204202973-4;5;4;04 - Outleet;14;23/5/2024
Emp2;304;204202973-4;3;3;03 - Shooping B;12;25/2/2024
Emp2;304;204202973-4;1;3;03 - Shooping B;46;11/5/2024
Emp2;304;204202973-4;2;1;01 - Central;40;24/12/2023
Emp1;305;920504355-9;4;2;02 - Shooping A;25;14/5/2024
Emp1;305;920504355-9;5;1;01 - Central;59;17/5/2024
Emp1;305;920504355-9;1;1;01 - Central;4;27/4/2024
Emp2;306;867955890-7;5;1;01 - Central;16;24/3/2024
Emp2;306;867955890-7;1;3;03 - Shooping B;51;10/1/2024
Emp2;306;867955890-7;4;1;01 - Central;48;16/12/2023
Emp2;306;867955890-7;3;4;04 - Outleet;39;9/2/2024
Emp2;306;867955890-7;4;1;01 - Central;41;14/4/2024
Emp2;306;867955890-7;3;3;03 - Shooping B;33;3/12/2023
Emp1;307;848464650-5;3;2;02 - Shooping A;59;9/1/2024
Emp1;307;848464650-5;2;4;04 - Outleet;48;14/3/2024
Emp1;307;848464650-5;4;3;03 - Shooping B;33;11/3/2024
Emp1;307;848464650-5;2;1;01 - Central;18;5/5/2024
Emp1;307;848464650-5;3;4;04 - Outleet;27;16/12/2023
Emp2;308;844518930-1;3;3;03 - Shooping B;23;23/2/2024
Emp2;309;849351561-2;2;1;01 - Central;22;12/1/2024
Emp2;310;108101142-4;5;2;02 - Shooping A;8;4/4/2024
Emp2;310;108101142-4;1;4;04 - Outleet;42;17/5/2024
Emp2;310;108101142-4;2;4;04 - Outleet;60;14/5/2024
Emp2;311;614259592-1;1;1;01 - Central;40;8/4/2024
Emp2;311;614259592-1;3;1;01 - Central;39;20/12/2023
Emp2;311;614259592-1;4;2;02 - Shooping A;29;11/1/2024
Emp2;311;614259592-1;1;1;01 - Central;35;17/1/2024
Emp2;311;614259592-1;3;2;02 - Shooping A;32;13/12/2023
Emp2;312;558961829-0;3;3;03 - Shooping B;37;20/3/2024
Emp2;312;558961829-0;2;2;02 - Shooping A;28;10/4/2024
Emp2;312;558961829-0;1;3;03 - Shooping B;16;9/1/2024
Emp2;312;558961829-0;2;1;01 - Central;25;5/12/2023
Emp2;312;558961829-0;3;4;04 - Outleet;60;7/12/2023
Emp2;312;558961829-0;3;2;02 - Shooping A;38;8/3/2024
Emp1;313;079467763-0;3;3;03 - Shooping B;2;15/12/2023
Emp1;313;079467763-0;2;1;01 - Central;52;27/3/2024
Emp1;314;030235506-5;2;2;02 - Shooping A;60;21/12/2023
Emp1;314;030235506-5;5;1;01 - Central;29;22/5/2024
Emp1;314;030235506-5;5;2;02 - Shooping A;25;13/2/2024
Emp2;315;883236553-7;4;3;03 - Shooping B;4;8/5/2024
Emp2;316;313871066-2;3;1;01 - Central;37;28/3/2024
Emp2;317;864116397-2;1;3;03 - Shooping B;19;23/2/2024
Emp2;317;864116397-2;4;4;04 - Outleet;10;17/12/2023
Emp2;317;864116397-2;4;1;01 - Central;30;6/12/2023
Emp2;317;864116397-2;1;3;03 - Shooping B;60;9/12/2023
Emp2;317;864116397-2;2;4;04 - Outleet;31;1/5/2024
Emp2;318;428225710-5;2;1;01 - Central;13;24/12/2023
Emp2;318;428225710-5;2;1;01 - Central;8;3/1/2024
Emp2;318;428225710-5;1;4;04 - Outleet;7;8/1/2024
Emp2;318;428225710-5;3;2;02 - Shooping A;40;20/5/2024
Emp2;318;428225710-5;4;4;04 - Outleet;53;16/2/2024
Emp1;319;310459739-1;3;3;03 - Shooping B;34;15/4/2024
Emp1;319;310459739-1;4;1;01 - Central;24;16/1/2024
Emp1;319;310459739-1;3;2;02 - Shooping A;28;12/2/2024
Emp1;319;310459739-1;3;2;02 - Shooping A;38;29/12/2023
Emp1;319;310459739-1;4;4;04 - Outleet;25;30/3/2024
Emp1;319;310459739-1;5;1;01 - Central;30;6/5/2024
Emp1;319;310459739-1;1;2;02 - Shooping A;60;12/4/2024
Emp1;320;984614402-4;1;1;01 - Central;36;24/2/2024
Emp1;320;984614402-4;1;2;02 - Shooping A;35;19/12/2023
Emp1;321;634418957-6;4;3;03 - Shooping B;59;24/2/2024
Emp1;321;634418957-6;4;3;03 - Shooping B;13;29/1/2024
Emp2;322;187861980-2;4;2;02 - Shooping A;56;2/2/2024
Emp2;322;187861980-2;4;2;02 - Shooping A;54;24/4/2024
Emp1;323;068141498-7;4;3;03 - Shooping B;42;17/2/2024
Emp1;323;068141498-7;2;2;02 - Shooping A;5;13/5/2024
Emp1;323;068141498-7;4;2;02 - Shooping A;46;10/4/2024
Emp2;324;159930807-X;1;1;01 - Central;2;21/3/2024
Emp2;324;159930807-X;5;4;04 - Outleet;41;24/4/2024
Emp2;324;159930807-X;3;3;03 - Shooping B;37;19/5/2024
Emp2;324;159930807-X;3;2;02 - Shooping A;23;29/12/2023
Emp2;324;159930807-X;1;4;04 - Outleet;11;30/3/2024
Emp2;324;159930807-X;3;1;01 - Central;51;8/12/2023
Emp2;325;221771737-5;4;2;02 - Shooping A;23;12/12/2023
Emp2;325;221771737-5;1;1;01 - Central;18;11/12/2023
Emp2;325;221771737-5;3;4;04 - Outleet;44;11/12/2023
Emp2;325;221771737-5;5;1;01 - Central;12;20/5/2024
Emp1;326;364304192-6;2;1;01 - Central;46;24/5/2024
Emp1;326;364304192-6;4;1;01 - Central;14;31/1/2024
Emp1;326;364304192-6;3;1;01 - Central;10;24/12/2023
Emp1;326;364304192-6;3;3;03 - Shooping B;41;7/3/2024
Emp1;327;056035513-0;3;3;03 - Shooping B;10;27/4/2024
Emp1;327;056035513-0;2;1;01 - Central;16;14/12/2023
Emp1;327;056035513-0;3;3;03 - Shooping B;52;27/4/2024
Emp1;327;056035513-0;1;3;03 - Shooping B;27;6/2/2024
Emp1;327;056035513-0;2;2;02 - Shooping A;27;19/2/2024
Emp1;327;056035513-0;3;2;02 - Shooping A;49;3/1/2024
Emp1;327;056035513-0;3;3;03 - Shooping B;16;8/3/2024
Emp1;328;028864798-X;4;3;03 - Shooping B;26;11/5/2024
Emp1;328;028864798-X;4;3;03 - Shooping B;18;27/5/2024
Emp1;328;028864798-X;3;4;04 - Outleet;55;20/12/2023
Emp1;329;906721468-X;2;1;01 - Central;9;23/5/2024
Emp2;330;305522728-X;2;2;02 - Shooping A;50;29/12/2023
Emp2;330;305522728-X;4;2;02 - Shooping A;57;16/3/2024
Emp2;330;305522728-X;2;4;04 - Outleet;7;17/1/2024
Emp2;330;305522728-X;3;3;03 - Shooping B;53;1/4/2024
Emp2;330;305522728-X;3;3;03 - Shooping B;51;4/5/2024
Emp2;330;305522728-X;3;1;01 - Central;52;15/1/2024
Emp2;330;305522728-X;4;1;01 - Central;29;27/3/2024
Emp2;330;305522728-X;5;4;04 - Outleet;28;8/5/2024
Emp2;331;635841157-8;3;2;02 - Shooping A;24;19/5/2024
Emp2;331;635841157-8;4;3;03 - Shooping B;17;19/12/2023
Emp2;331;635841157-8;2;4;04 - Outleet;4;2/5/2024
Emp2;331;635841157-8;4;4;04 - Outleet;9;8/2/2024
Emp2;332;310105956-9;3;2;02 - Shooping A;44;21/12/2023
Emp2;332;310105956-9;2;4;04 - Outleet;10;20/1/2024
Emp2;332;310105956-9;3;1;01 - Central;37;25/12/2023
Emp2;332;310105956-9;3;1;01 - Central;25;10/1/2024
Emp1;333;838992654-7;3;2;02 - Shooping A;39;5/4/2024
Emp1;333;838992654-7;3;1;01 - Central;12;11/1/2024
Emp1;333;838992654-7;3;2;02 - Shooping A;60;15/5/2024
Emp1;333;838992654-7;2;2;02 - Shooping A;6;23/5/2024
Emp1;333;838992654-7;4;2;02 - Shooping A;9;25/3/2024
Emp1;333;838992654-7;2;3;03 - Shooping B;36;7/3/2024
Emp2;334;636814638-9;4;3;03 - Shooping B;30;1/1/2024
Emp2;334;636814638-9;3;2;02 - Shooping A;43;2/3/2024
Emp2;334;636814638-9;2;3;03 - Shooping B;47;23/4/2024
Emp2;334;636814638-9;4;1;01 - Central;55;7/12/2023
Emp2;334;636814638-9;4;2;02 - Shooping A;5;12/3/2024
Emp2;334;636814638-9;2;4;04 - Outleet;47;23/3/2024
Emp2;334;636814638-9;3;1;01 - Central;52;30/12/2023
Emp2;334;636814638-9;3;1;01 - Central;51;12/5/2024
Emp1;336;912050635-X;4;4;04 - Outleet;58;23/4/2024
Emp1;336;912050635-X;3;1;01 - Central;60;7/4/2024
Emp1;336;912050635-X;4;4;04 - Outleet;45;22/4/2024
Emp1;336;912050635-X;5;2;02 - Shooping A;16;14/1/2024
Emp1;336;912050635-X;4;4;04 - Outleet;34;21/12/2023
Emp1;336;912050635-X;4;4;04 - Outleet;59;19/1/2024
Emp1;336;912050635-X;2;2;02 - Shooping A;40;15/3/2024
Emp1;336;912050635-X;3;3;03 - Shooping B;17;2/12/2023
Emp1;337;710537028-9;3;2;02 - Shooping A;40;16/3/2024
Emp1;337;710537028-9;4;1;01 - Central;36;17/2/2024
Emp1;337;710537028-9;4;1;01 - Central;30;3/12/2023
Emp1;337;710537028-9;1;1;01 - Central;43;1/1/2024
Emp2;338;787928565-2;1;2;02 - Shooping A;48;23/3/2024
Emp2;338;787928565-2;2;4;04 - Outleet;24;27/5/2024
Emp2;340;784968847-3;4;2;02 - Shooping A;13;6/2/2024
Emp2;340;784968847-3;1;3;03 - Shooping B;57;6/1/2024
Emp2;340;784968847-3;3;4;04 - Outleet;35;11/4/2024
Emp2;340;784968847-3;3;4;04 - Outleet;42;27/4/2024
Emp2;340;784968847-3;2;1;01 - Central;28;8/4/2024
Emp2;341;756579727-8;2;3;03 - Shooping B;18;10/3/2024
Emp2;341;756579727-8;3;4;04 - Outleet;39;13/1/2024
Emp2;341;756579727-8;5;2;02 - Shooping A;12;15/5/2024
Emp2;341;756579727-8;2;3;03 - Shooping B;43;29/12/2023
Emp2;342;944963216-2;5;4;04 - Outleet;54;1/12/2023
Emp2;342;944963216-2;5;2;02 - Shooping A;60;5/4/2024
Emp1;343;396286754-6;2;4;04 - Outleet;2;4/12/2023
Emp1;343;396286754-6;2;1;01 - Central;50;3/3/2024
Emp1;343;396286754-6;3;2;02 - Shooping A;7;8/5/2024
Emp2;344;313406585-1;4;1;01 - Central;9;20/2/2024
Emp2;345;540485955-5;4;1;01 - Central;34;19/1/2024
Emp2;345;540485955-5;2;2;02 - Shooping A;25;23/5/2024
Emp2;345;540485955-5;4;2;02 - Shooping A;20;16/3/2024
Emp2;345;540485955-5;3;2;02 - Shooping A;46;10/12/2023
Emp2;345;540485955-5;3;4;04 - Outleet;53;27/12/2023
Emp1;346;614290483-5;3;1;01 - Central;12;30/5/2024
Emp1;346;614290483-5;3;3;03 - Shooping B;23;24/3/2024
Emp1;346;614290483-5;4;1;01 - Central;4;11/5/2024
Emp1;346;614290483-5;5;2;02 - Shooping A;49;11/4/2024
Emp1;346;614290483-5;5;3;03 - Shooping B;5;6/1/2024
Emp1;346;614290483-5;1;3;03 - Shooping B;10;4/1/2024
Emp1;347;371978175-5;3;1;01 - Central;23;20/12/2023
Emp1;347;371978175-5;2;3;03 - Shooping B;46;22/12/2023
Emp1;347;371978175-5;3;4;04 - Outleet;33;10/12/2023
Emp1;348;618592372-6;5;4;04 - Outleet;53;22/2/2024
Emp1;348;618592372-6;2;2;02 - Shooping A;32;11/5/2024
Emp1;348;618592372-6;4;2;02 - Shooping A;41;12/3/2024
Emp1;349;615151557-9;4;3;03 - Shooping B;52;13/5/2024
Emp1;349;615151557-9;4;4;04 - Outleet;52;20/2/2024
Emp1;349;615151557-9;3;4;04 - Outleet;10;30/3/2024
Emp1;350;401193607-3;5;2;02 - Shooping A;41;20/3/2024
Emp1;350;401193607-3;5;1;01 - Central;46;8/12/2023
Emp1;350;401193607-3;5;1;01 - Central;51;9/5/2024
Emp1;350;401193607-3;2;1;01 - Central;59;6/4/2024
Emp1;350;401193607-3;3;4;04 - Outleet;51;23/12/2023
Emp1;350;401193607-3;3;2;02 - Shooping A;25;6/2/2024
Emp1;351;146553988-3;3;2;02 - Shooping A;51;20/12/2023
Emp1;351;146553988-3;4;1;01 - Central;14;10/4/2024
Emp1;351;146553988-3;3;2;02 - Shooping A;25;5/5/2024
Emp2;352;706108178-3;4;1;01 - Central;47;11/5/2024
Emp2;352;706108178-3;3;1;01 - Central;19;21/5/2024
Emp2;352;706108178-3;3;4;04 - Outleet;60;20/5/2024
Emp2;352;706108178-3;2;2;02 - Shooping A;58;20/12/2023
Emp2;353;344210535-8;3;4;04 - Outleet;58;22/4/2024
Emp2;353;344210535-8;3;4;04 - Outleet;30;18/3/2024
Emp1;354;103720784-X;1;2;02 - Shooping A;44;16/5/2024
Emp1;354;103720784-X;3;4;04 - Outleet;44;7/12/2023
Emp1;355;262329649-9;1;3;03 - Shooping B;59;6/1/2024
Emp1;355;262329649-9;2;1;01 - Central;23;19/4/2024
Emp1;355;262329649-9;3;4;04 - Outleet;34;21/12/2023
Emp1;355;262329649-9;5;2;02 - Shooping A;35;7/1/2024
Emp1;355;262329649-9;3;2;02 - Shooping A;4;27/5/2024
Emp1;355;262329649-9;3;4;04 - Outleet;54;28/4/2024
Emp1;356;094624856-7;1;4;04 - Outleet;50;24/4/2024
Emp1;356;094624856-7;2;3;03 - Shooping B;35;2/4/2024
Emp1;356;094624856-7;3;4;04 - Outleet;41;30/12/2023
Emp1;357;352088879-3;5;2;02 - Shooping A;57;26/3/2024
Emp2;358;188454017-1;5;3;03 - Shooping B;38;27/4/2024
Emp2;358;188454017-1;4;2;02 - Shooping A;3;25/5/2024
Emp1;359;053777314-2;4;3;03 - Shooping B;26;13/3/2024
Emp1;359;053777314-2;5;4;04 - Outleet;34;16/1/2024
Emp1;359;053777314-2;4;1;01 - Central;27;23/1/2024
Emp1;359;053777314-2;3;2;02 - Shooping A;2;23/1/2024
Emp1;359;053777314-2;3;4;04 - Outleet;15;3/5/2024
Emp1;359;053777314-2;3;2;02 - Shooping A;36;4/5/2024
Emp1;359;053777314-2;1;2;02 - Shooping A;42;14/4/2024
Emp1;359;053777314-2;4;1;01 - Central;48;15/3/2024
Emp1;360;968345569-7;2;4;04 - Outleet;23;15/4/2024
Emp1;360;968345569-7;2;4;04 - Outleet;43;27/2/2024
Emp1;360;968345569-7;1;4;04 - Outleet;24;12/2/2024
Emp1;360;968345569-7;4;2;02 - Shooping A;10;10/1/2024
Emp2;361;155402674-1;2;4;04 - Outleet;14;12/2/2024
Emp2;361;155402674-1;3;4;04 - Outleet;43;5/4/2024
Emp2;361;155402674-1;2;3;03 - Shooping B;36;13/2/2024
Emp2;362;178551056-8;3;4;04 - Outleet;10;16/4/2024
Emp2;362;178551056-8;1;3;03 - Shooping B;12;5/3/2024
Emp2;362;178551056-8;5;4;04 - Outleet;23;24/12/2023
Emp2;362;178551056-8;5;3;03 - Shooping B;53;12/5/2024
Emp2;362;178551056-8;4;4;04 - Outleet;40;30/12/2023
Emp2;362;178551056-8;3;1;01 - Central;9;14/1/2024
Emp2;362;178551056-8;2;1;01 - Central;51;16/1/2024
Emp2;363;089462165-3;1;4;04 - Outleet;45;12/12/2023
Emp2;363;089462165-3;2;2;02 - Shooping A;26;28/4/2024
Emp2;363;089462165-3;4;4;04 - Outleet;27;16/12/2023
Emp2;363;089462165-3;5;4;04 - Outleet;40;26/1/2024
Emp2;363;089462165-3;3;1;01 - Central;28;30/1/2024
Emp2;363;089462165-3;2;1;01 - Central;37;15/12/2023
Emp2;363;089462165-3;3;2;02 - Shooping A;26;3/5/2024
Emp2;363;089462165-3;2;4;04 - Outleet;60;6/4/2024
Emp2;364;407642443-3;2;1;01 - Central;27;9/3/2024
Emp1;365;980277196-1;3;2;02 - Shooping A;38;12/5/2024
Emp1;365;980277196-1;4;1;01 - Central;36;5/2/2024
Emp1;365;980277196-1;3;1;01 - Central;39;15/12/2023
Emp1;365;980277196-1;4;4;04 - Outleet;57;16/3/2024
Emp1;365;980277196-1;3;3;03 - Shooping B;53;2/5/2024
Emp1;365;980277196-1;3;1;01 - Central;12;20/2/2024
Emp1;366;871024805-6;4;4;04 - Outleet;6;26/1/2024
Emp1;366;871024805-6;4;1;01 - Central;20;23/5/2024
Emp2;367;840097286-4;3;1;01 - Central;48;22/5/2024
Emp2;367;840097286-4;2;4;04 - Outleet;48;20/12/2023
Emp2;367;840097286-4;2;1;01 - Central;9;10/4/2024
Emp2;367;840097286-4;4;2;02 - Shooping A;40;13/4/2024
Emp1;368;439341479-9;3;2;02 - Shooping A;40;22/5/2024
Emp1;368;439341479-9;1;3;03 - Shooping B;51;25/4/2024
Emp1;368;439341479-9;3;2;02 - Shooping A;57;13/2/2024
Emp1;368;439341479-9;2;4;04 - Outleet;9;10/1/2024
Emp1;369;087752008-9;3;1;01 - Central;15;20/1/2024
Emp2;370;186002997-3;3;1;01 - Central;55;13/1/2024
Emp2;370;186002997-3;5;2;02 - Shooping A;31;21/2/2024
Emp2;370;186002997-3;4;1;01 - Central;38;4/1/2024
Emp1;371;216395356-4;2;2;02 - Shooping A;55;28/1/2024
Emp1;371;216395356-4;3;1;01 - Central;35;5/12/2023
Emp1;371;216395356-4;2;4;04 - Outleet;33;13/2/2024
Emp1;371;216395356-4;4;2;02 - Shooping A;6;17/1/2024
Emp1;372;716154493-9;2;3;03 - Shooping B;29;9/2/2024
Emp1;372;716154493-9;1;2;02 - Shooping A;34;27/2/2024
Emp1;373;005682286-3;5;3;03 - Shooping B;37;26/12/2023
Emp1;373;005682286-3;4;3;03 - Shooping B;2;27/3/2024
Emp1;373;005682286-3;3;3;03 - Shooping B;15;24/1/2024
Emp1;374;246897110-8;3;1;01 - Central;60;18/3/2024
Emp1;374;246897110-8;1;4;04 - Outleet;12;29/4/2024
Emp1;374;246897110-8;5;4;04 - Outleet;19;1/3/2024
Emp1;374;246897110-8;1;4;04 - Outleet;11;23/2/2024
Emp1;375;159198263-4;2;4;04 - Outleet;33;21/3/2024
Emp1;376;969061102-X;3;2;02 - Shooping A;29;29/12/2023
Emp1;376;969061102-X;3;4;04 - Outleet;26;18/1/2024
Emp1;376;969061102-X;4;1;01 - Central;40;7/3/2024
Emp1;376;969061102-X;3;2;02 - Shooping A;44;26/12/2023
Emp1;376;969061102-X;3;1;01 - Central;24;25/3/2024
Emp1;376;969061102-X;2;2;02 - Shooping A;35;9/2/2024
Emp1;377;562854425-6;2;1;01 - Central;57;4/2/2024
Emp1;377;562854425-6;1;3;03 - Shooping B;13;8/2/2024
Emp1;377;562854425-6;2;2;02 - Shooping A;2;23/1/2024
Emp1;377;562854425-6;4;4;04 - Outleet;8;11/5/2024
Emp2;378;111086636-4;4;2;02 - Shooping A;17;16/4/2024
Emp2;378;111086636-4;1;4;04 - Outleet;14;4/1/2024
Emp2;378;111086636-4;3;3;03 - Shooping B;41;14/12/2023
Emp1;379;473452277-4;3;4;04 - Outleet;18;22/12/2023
Emp1;379;473452277-4;1;3;03 - Shooping B;40;29/1/2024
Emp1;379;473452277-4;4;1;01 - Central;31;31/3/2024
Emp1;379;473452277-4;3;3;03 - Shooping B;2;29/12/2023
Emp2;380;829891473-2;5;3;03 - Shooping B;38;13/1/2024
Emp2;380;829891473-2;2;4;04 - Outleet;22;26/3/2024
Emp2;380;829891473-2;5;3;03 - Shooping B;18;29/5/2024
Emp2;380;829891473-2;1;3;03 - Shooping B;45;7/12/2023
Emp2;380;829891473-2;3;4;04 - Outleet;40;24/4/2024
Emp1;381;392456028-5;2;2;02 - Shooping A;53;8/5/2024
Emp1;381;392456028-5;5;1;01 - Central;29;21/2/2024
Emp1;382;269508221-5;5;4;04 - Outleet;58;3/12/2023
Emp2;383;749962672-5;2;3;03 - Shooping B;10;14/1/2024
Emp2;383;749962672-5;3;4;04 - Outleet;23;22/5/2024
Emp2;383;749962672-5;2;1;01 - Central;24;5/3/2024
Emp2;383;749962672-5;2;4;04 - Outleet;40;29/12/2023
Emp2;384;336177063-7;3;4;04 - Outleet;33;22/3/2024
Emp2;384;336177063-7;2;3;03 - Shooping B;36;22/1/2024
Emp2;385;081005890-1;2;2;02 - Shooping A;42;29/2/2024
Emp2;385;081005890-1;3;1;01 - Central;60;18/1/2024
Emp2;385;081005890-1;3;1;01 - Central;27;24/5/2024
Emp2;385;081005890-1;2;4;04 - Outleet;9;11/3/2024
Emp2;385;081005890-1;2;2;02 - Shooping A;51;22/1/2024
Emp1;386;911683445-3;3;3;03 - Shooping B;60;4/2/2024
Emp2;387;693379426-1;4;1;01 - Central;19;10/12/2023
Emp2;387;693379426-1;2;4;04 - Outleet;24;21/4/2024
Emp2;387;693379426-1;5;4;04 - Outleet;56;30/12/2023
Emp2;387;693379426-1;4;4;04 - Outleet;28;7/1/2024
Emp2;387;693379426-1;4;1;01 - Central;13;27/12/2023
Emp2;387;693379426-1;3;1;01 - Central;47;24/2/2024
Emp1;388;553152730-6;4;1;01 - Central;31;13/2/2024
Emp1;388;553152730-6;5;2;02 - Shooping A;52;6/1/2024
Emp1;388;553152730-6;2;1;01 - Central;11;17/3/2024
Emp1;388;553152730-6;2;1;01 - Central;4;3/1/2024
Emp1;388;553152730-6;3;4;04 - Outleet;22;26/4/2024
Emp1;388;553152730-6;3;3;03 - Shooping B;37;23/1/2024
Emp1;389;943869361-0;2;1;01 - Central;52;30/3/2024
Emp1;389;943869361-0;2;4;04 - Outleet;19;4/4/2024
Emp1;389;943869361-0;4;2;02 - Shooping A;12;9/12/2023
Emp1;389;943869361-0;2;2;02 - Shooping A;22;17/2/2024
Emp1;389;943869361-0;2;1;01 - Central;42;24/3/2024
Emp1;389;943869361-0;2;4;04 - Outleet;2;6/5/2024
Emp1;389;943869361-0;3;4;04 - Outleet;2;27/1/2024
Emp2;390;100203072-2;3;1;01 - Central;24;20/2/2024
Emp2;390;100203072-2;3;3;03 - Shooping B;21;30/12/2023
Emp2;390;100203072-2;4;1;01 - Central;33;14/3/2024
Emp2;390;100203072-2;3;4;04 - Outleet;21;27/2/2024
Emp2;390;100203072-2;2;3;03 - Shooping B;3;18/5/2024
Emp1;391;266503966-4;5;4;04 - Outleet;48;22/2/2024
Emp1;391;266503966-4;2;1;01 - Central;36;13/3/2024
Emp1;391;266503966-4;5;1;01 - Central;59;9/3/2024
Emp1;392;959698382-2;3;2;02 - Shooping A;32;30/5/2024
Emp1;392;959698382-2;2;1;01 - Central;8;13/3/2024
Emp1;392;959698382-2;1;2;02 - Shooping A;20;12/5/2024
Emp1;392;959698382-2;3;1;01 - Central;33;6/3/2024
Emp2;393;831732177-0;3;2;02 - Shooping A;28;12/2/2024
Emp2;393;831732177-0;3;2;02 - Shooping A;29;6/1/2024
Emp2;393;831732177-0;1;2;02 - Shooping A;50;27/3/2024
Emp2;393;831732177-0;4;2;02 - Shooping A;16;26/2/2024
Emp2;393;831732177-0;2;1;01 - Central;10;18/3/2024
Emp2;393;831732177-0;2;4;04 - Outleet;21;5/1/2024
Emp1;394;834048864-3;4;1;01 - Central;6;23/3/2024
Emp1;394;834048864-3;1;4;04 - Outleet;33;29/2/2024
Emp1;394;834048864-3;2;1;01 - Central;3;25/3/2024
Emp1;394;834048864-3;1;2;02 - Shooping A;17;7/2/2024
Emp1;394;834048864-3;3;3;03 - Shooping B;14;8/3/2024
Emp1;394;834048864-3;2;1;01 - Central;50;28/12/2023
Emp1;395;188272125-X;4;3;03 - Shooping B;46;10/3/2024
Emp1;395;188272125-X;1;2;02 - Shooping A;6;8/4/2024
Emp1;395;188272125-X;3;4;04 - Outleet;16;23/3/2024
Emp1;395;188272125-X;3;2;02 - Shooping A;9;28/2/2024
Emp1;395;188272125-X;2;3;03 - Shooping B;32;13/1/2024
Emp1;395;188272125-X;2;2;02 - Shooping A;20;15/2/2024
Emp2;396;511192168-0;2;4;04 - Outleet;31;6/12/2023
Emp2;396;511192168-0;3;1;01 - Central;28;14/12/2023
Emp2;396;511192168-0;1;2;02 - Shooping A;30;21/2/2024
Emp2;396;511192168-0;5;3;03 - Shooping B;26;8/2/2024
Emp2;396;511192168-0;4;3;03 - Shooping B;3;7/2/2024
Emp2;396;511192168-0;3;3;03 - Shooping B;44;18/12/2023
Emp1;397;977197209-X;2;2;02 - Shooping A;12;18/1/2024
Emp1;397;977197209-X;2;3;03 - Shooping B;58;23/4/2024
Emp1;397;977197209-X;4;3;03 - Shooping B;41;23/12/2023
Emp2;398;806097784-9;2;2;02 - Shooping A;5;3/12/2023
Emp2;398;806097784-9;2;2;02 - Shooping A;45;1/3/2024
Emp2;399;994489603-9;1;2;02 - Shooping A;32;18/2/2024
Emp2;399;994489603-9;5;3;03 - Shooping B;40;25/4/2024
Emp2;399;994489603-9;3;4;04 - Outleet;27;5/12/2023
Emp2;399;994489603-9;3;2;02 - Shooping A;28;9/3/2024
Emp2;399;994489603-9;2;3;03 - Shooping B;47;30/3/2024
Emp2;400;371411608-7;1;2;02 - Shooping A;58;8/12/2023
Emp2;400;371411608-7;3;4;04 - Outleet;56;12/3/2024
Emp1;401;076528149-X;3;3;03 - Shooping B;30;14/1/2024
Emp1;401;076528149-X;4;2;02 - Shooping A;56;16/5/2024
Emp1;401;076528149-X;2;3;03 - Shooping B;13;17/5/2024
Emp1;401;076528149-X;3;4;04 - Outleet;39;20/4/2024
Emp1;401;076528149-X;3;4;04 - Outleet;10;3/3/2024
Emp1;402;809980929-7;2;3;03 - Shooping B;56;30/4/2024
Emp1;402;809980929-7;5;1;01 - Central;13;21/4/2024
Emp1;402;809980929-7;4;4;04 - Outleet;5;20/3/2024
Emp1;402;809980929-7;1;1;01 - Central;29;1/5/2024
Emp1;402;809980929-7;4;1;01 - Central;39;28/5/2024
Emp1;402;809980929-7;4;4;04 - Outleet;47;26/2/2024
Emp2;403;545691518-9;1;4;04 - Outleet;56;3/2/2024
Emp2;403;545691518-9;4;3;03 - Shooping B;15;21/2/2024
Emp2;403;545691518-9;3;2;02 - Shooping A;2;3/3/2024
Emp2;403;545691518-9;3;3;03 - Shooping B;22;10/4/2024
Emp1;404;759471995-6;4;1;01 - Central;26;22/3/2024
Emp1;404;759471995-6;4;4;04 - Outleet;17;4/12/2023
Emp1;404;759471995-6;2;3;03 - Shooping B;27;23/4/2024
Emp1;404;759471995-6;4;1;01 - Central;37;28/3/2024
Emp2;405;603343743-8;4;4;04 - Outleet;40;13/1/2024
Emp2;405;603343743-8;4;3;03 - Shooping B;5;19/3/2024
Emp2;405;603343743-8;3;4;04 - Outleet;6;28/1/2024
Emp2;405;603343743-8;2;2;02 - Shooping A;3;29/1/2024
Emp2;405;603343743-8;3;4;04 - Outleet;48;26/12/2023
Emp2;405;603343743-8;1;3;03 - Shooping B;21;26/5/2024
Emp1;406;872516137-7;3;4;04 - Outleet;32;12/12/2023
Emp1;406;872516137-7;3;1;01 - Central;4;25/5/2024
